58641,40463,3,
41135,57156,2,
42635,18578,3,
27172,16242,1,
22621,56882,2,
62780,25978,3,
42562,50845,2,
34964,32218,3,
61549,18765,3,
36940,28862,3,
22817,9198,1,
6897,3199,1,
56702,12053,3,
3310,65515,2,
36064,35663,3,
53251,28050,3,
22569,16596,1,
52816,5489,3,
57576,29831,3,
39644,36550,3,
9783,21757,1,
17346,53249,2,
60317,43691,3,
60510,20191,3,
15511,34445,2,
30748,22354,1,
32067,58055,2,
49351,54216,2,
3969,10544,1,
36237,42448,2,
45451,31675,3,
16899,55870,2,
25006,19235,1,
1744,30819,1,
49357,16488,3,
65525,26594,3,
41923,48611,2,
65207,60720,3,
49624,17693,3,
65440,35048,3,
13524,56985,2,
44850,39520,3,
52587,14662,3,
8751,574,1,
5392,38732,2,
59549,9710,3,
13400,50784,2,
42209,8506,3,
56213,20954,3,
23183,42865,2,
47426,54579,2,
47842,4554,3,
99,54704,2,
52978,23800,3,
65285,53839,3,
33281,25644,3,
52080,18764,3,
47257,31708,3,
40127,19146,3,
54087,43813,3,
31210,53369,2,
46627,9883,3,
34944,31301,3,
45179,23491,3,
27282,32863,2,
59984,53432,3,
51607,41785,3,
20352,22423,1,
25155,41541,2,
19128,39334,2,
41873,19072,3,
1186,51842,2,
14745,32293,1,
17887,26530,1,
43722,44833,2,
36027,17659,3,
33981,9724,3,
25014,52137,2,
29616,6000,1,
30791,15325,1,
1623,64223,2,
45948,63334,2,
52643,52313,3,
47188,22200,3,
65182,58588,3,
20993,20002,1,
47742,56331,2,
36444,13736,3,
42901,30354,3,
9041,22973,1,
37821,64716,2,
24572,38830,2,
28514,30099,1,
42687,11435,3,
3663,10533,1,
12182,2703,1,
49619,32915,3,
40025,31219,3,
3587,52804,2,
47825,36142,3,
29183,52297,2,
43705,60465,2,
31140,42418,2,
32776,52607,2,
5389,12323,1,
25666,33954,2,
32945,37693,2,
11147,60132,2,
57123,64438,2,
19644,2857,1,
951,8235,1,
11730,58915,2,
54135,19960,3,
49233,55393,2,
4185,27833,1,
31634,10193,1,
22654,59189,2,
56572,33463,3,
41457,45265,2,
47284,50764,2,
33094,44756,2,
53061,14198,3,
6114,42257,2,
20270,29750,1,
40184,26067,3,
9081,51434,2,
4730,27913,1,
12991,16491,1,
56686,16149,3,
64563,47747,3,
42893,56264,2,
21148,37002,2,
9728,22116,1,
20314,54254,2,
8107,11176,1,
63978,65274,2,
21349,16200,1,
35440,1093,3,
44276,33371,3,
41016,1391,3,
36292,9362,3,
16215,40501,2,
52382,55878,2,
60094,40185,3,
30180,12729,1,
47725,13878,3,
17424,10772,1,
57245,15514,3,
15995,16113,1,
41749,43954,2,
60074,58259,3,
35825,57174,2,
683,63753,2,
1948,9803,1,
45364,8923,3,
40392,64208,2,
60061,65041,2,
30090,4105,1,
38884,9896,3,
45833,36710,3,
61249,42940,3,
65360,21921,3,
33814,60171,2,
24115,47826,2,
20017,31888,1,
20576,30138,1,
9890,65364,2,
8708,30291,1,
65208,32973,3,
12451,10288,1,
25552,61506,2,
58627,26960,3,
47364,57385,2,
6230,42591,2,
60926,57207,3,
40434,63886,2,
24686,43327,2,
46416,56698,2,
990,8498,1,
14880,475,1,
57843,37836,3,
33442,5079,3,
33625,63818,2,
65181,55365,3,
55244,2735,3,
54176,51782,3,
49696,53362,2,
58715,36055,3,
33577,62121,2,
62290,57972,3,
56535,31418,3,
46888,35282,3,
60687,59111,3,
14659,21317,1,
28134,26711,1,
58258,65135,2,
16225,58441,2,
13490,62519,2,
56556,55731,3,
22449,48426,2,
42755,40050,3,
20276,10447,1,
47074,28605,3,
54477,30340,3,
20523,59802,2,
34728,29947,3,
50897,45432,3,
34803,31062,3,
19914,7208,1,
9887,17293,1,
52024,24542,3,
58211,24992,3,
32041,6918,1,
36124,26535,3,
7185,45296,2,
64234,24288,3,
46745,36804,3,
32447,8756,1,
36728,52003,2,
58397,64232,2,
56405,38781,3,
34900,46180,2,
25346,6652,1,
56181,35396,3,
39040,45431,2,
25537,51246,2,
5028,21752,1,
12118,44817,2,
56133,58515,2,
31324,14285,1,
22096,20930,1,
12788,38761,2,
27175,21625,1,
59045,64848,2,
41517,64152,2,
45853,57419,2,
4454,49033,2,
38499,21279,3,
64886,522,3,
49900,17930,3,
18578,40599,2,
28196,20109,1,
65020,11496,3,
48728,35642,3,
23361,57184,2,
36641,32109,3,
11850,19335,1,
59052,16173,3,
26340,29389,1,
8332,20391,1,
18544,15167,1,
1254,19686,1,
48834,10224,3,
15670,21971,1,
63346,35117,3,
55789,31639,3,
34590,36048,2,
59046,40414,3,
4190,36671,2,
23744,18857,1,
39028,52721,2,
7822,46758,2,
29686,9345,1,
1907,52024,2,
64485,52645,3,
34715,9128,3,
2583,14760,1,
46109,29991,3,
37316,60441,2,
11967,18855,1,
34736,64236,2,
51884,64931,2,
45890,14643,3,
24011,7519,1,
61544,20514,3,
49297,47933,3,
57413,2341,3,
39027,7477,3,
1248,54288,2,
11100,11131,1,
51809,9425,3,
9404,24306,1,
3743,39959,2,
59185,35315,3,
19953,3818,1,
49091,47741,3,
47775,26899,3,
4659,41192,2,
10841,5851,1,
24564,23195,1,
62340,6787,3,
56758,15469,3,
35434,12911,3,
9626,15537,1,
60524,31991,3,
30328,59656,2,
44521,55107,2,
56028,26765,3,
52586,52416,3,
33948,59104,2,
17725,19705,1,
42009,59698,2,
45734,34281,3,
1191,31332,1,
20540,12584,1,
49574,53161,2,
61216,23141,3,
31302,898,1,
37156,9758,3,
33785,51406,2,
50195,26517,3,
48658,33882,3,
58540,58716,2,
54058,3888,3,
65025,1031,3,
59168,32890,3,
4169,11992,1,
60138,49635,3,
10337,48759,2,
4489,23961,1,
55171,19972,3,
11211,59758,2,
18671,26395,1,
706,44760,2,
27014,11672,1,
8954,45983,2,
21414,15405,1,
60656,5004,3,
30652,13089,1,
10583,44922,2,
51285,37566,3,
53772,37505,3,
34471,23379,3,
15090,4647,1,
10979,38088,2,
18418,39630,2,
18886,20515,1,
59371,19930,3,
18220,60809,2,
40531,4900,3,
7086,29083,1,
32698,33743,2,
29064,32032,1,
42898,8351,3,
58180,2687,3,
55253,39484,3,
13561,27753,1,
42360,36393,3,
63252,10668,3,
20158,65357,2,
8181,14886,1,
6873,64847,2,
53205,55613,2,
60531,25127,3,
41173,39525,3,
33552,18857,3,
39691,44158,2,
49481,60135,2,
8952,16690,1,
12400,51128,2,
65231,56718,3,
58394,47790,3,
56682,61820,2,
53893,18522,3,
40895,29660,3,
45294,48296,2,
1109,26970,1,
25930,2475,1,
14855,11352,1,
10483,4384,1,
19957,1138,1,
35383,65154,2,
24217,7280,1,
38118,39823,2,
64581,11714,3,
35902,5475,3,
9610,18637,1,
51934,31929,3,
56393,63901,2,
36768,26608,3,
26242,43223,2,
47220,33219,3,
60409,33007,3,
44719,31733,3,
18537,20476,1,
4697,53591,2,
38870,54979,2,
1139,65248,2,
14627,46519,2,
19015,24518,1,
49435,45333,3,
58923,42186,3,
40568,21859,3,
11355,62253,2,
64927,7648,3,
52415,5117,3,
53542,7882,3,
50390,49317,3,
49743,56688,2,
44812,1542,3,
13069,28798,1,
28474,60271,2,
26956,15103,1,
52758,1861,3,
29055,38131,2,
12239,28459,1,
17592,31886,1,
13343,32257,1,
17603,64350,2,
47244,15883,3,
12060,17161,1,
26533,57861,2,
15781,42325,2,
47721,39955,3,
19063,29608,1,
4927,19897,1,
29246,33337,2,
25611,85,1,
57072,33689,3,
41823,53702,2,
6871,45404,2,
11991,1337,1,
35375,16111,3,
6909,13375,1,
28653,58360,2,
23409,12478,1,
12369,25550,1,
40987,1090,3,
23138,22487,1,
48791,40396,3,
24457,43746,2,
33086,11055,3,
50889,9168,3,
48994,53121,2,
5989,5657,1,
46262,25681,3,
44254,52994,2,
42984,14212,3,
9391,40604,2,
4833,17437,1,
7195,27599,1,
43337,14428,3,
33531,39699,2,
52279,47073,3,
56946,44961,3,
13340,44237,2,
29908,30505,1,
56411,9996,3,
33336,49264,2,
34363,15674,3,
17293,38225,2,
31471,40676,2,
56344,45324,3,
36608,3073,3,
55221,29656,3,
52066,45530,3,
21067,58668,2,
35544,33258,3,
39739,28208,3,
19610,62276,2,
33241,54849,2,
63298,17297,3,
22045,45962,2,
51588,14521,3,
3858,61964,2,
49201,39120,3,
63189,19370,3,
52101,2517,3,
45591,35834,3,
51149,53053,2,
30558,17160,1,
53202,59289,2,
53406,6719,3,
10660,24728,1,
20440,22314,1,
49324,21570,3,
13767,14268,1,
55853,58953,2,
10206,48208,2,
29566,50339,2,
47388,9123,3,
33730,8932,3,
46961,54616,2,
11488,58377,2,
58809,47078,3,
49648,43686,3,
2197,63213,2,
27517,54178,2,
62097,3937,3,
7218,62466,2,
35457,36598,2,
31459,20068,1,
40154,21708,3,
24844,55594,2,
42889,18759,3,
36651,55932,2,
46494,29559,3,
17039,54174,2,
52890,2724,3,
27281,28991,1,
29551,41664,2,
21820,31425,1,
8542,56048,2,
52713,18080,3,
55616,1362,3,
53837,3697,3,
14344,6075,1,
13564,39209,2,
50016,54568,2,
48741,5792,3,
43974,34812,3,
40900,45945,2,
27544,54614,2,
21915,24822,1,
22734,10784,1,
27027,34887,2,
30068,658,1,
56822,58738,2,
35092,54610,2,
28437,37346,2,
54181,47995,3,
16706,23321,1,
30889,1809,1,
1089,56899,2,
6037,55741,2,
3917,34196,2,
58546,30204,3,
31521,28821,1,
64524,29911,3,
51594,34029,3,
38418,17142,3,
15501,24901,1,
15377,18363,1,
39190,45115,2,
6314,57721,2,
46012,26014,3,
1752,61999,2,
53277,50267,3,
4163,4156,1,
36290,42971,2,
41440,36593,3,
55213,28590,3,
56353,31507,3,
3567,6349,1,
2618,22420,1,
27365,33749,2,
31283,57116,2,
30734,41971,2,
42465,20278,3,
16518,22134,1,
56036,51755,3,
53651,61225,2,
22094,11496,1,
33776,6662,3,
5790,20086,1,
31392,36555,2,
32028,65248,2,
48770,14223,3,
13790,17295,1,
24569,55139,2,
50141,16246,3,
4692,62086,2,
32001,60826,2,
50897,46559,3,
47114,21718,3,
59232,57243,3,
27810,9164,1,
62344,14147,3,
35869,46212,2,
27661,63376,2,
59300,20261,3,
11329,43234,2,
36559,9121,3,
35351,20246,3,
12265,55933,2,
55394,31262,3,
10612,52456,2,
12515,48299,2,
43670,60615,2,
48634,18602,3,
30338,9603,1,
5686,62849,2,
40214,34465,3,
40453,49226,2,
49464,55697,2,
20041,60002,2,
21421,23585,1,
45206,14117,3,
32620,14722,1,
23628,28062,1,
25272,1004,1,
49642,12170,3,
38518,57634,2,
40000,27382,3,
62350,21644,3,
61785,10313,3,
64587,37248,3,
10054,15000,1,
19978,2323,1,
21293,25732,1,
1456,30337,1,
37691,55309,2,
4015,1522,1,
63067,37898,3,
62101,20810,3,
11986,1598,1,
49528,55079,2,
3881,34100,2,
35230,16484,3,
39677,43368,2,
48464,16543,3,
18342,18760,1,
54201,7849,3,
58051,57388,3,
37919,63971,2,
30493,29787,1,
18676,45548,2,
29309,42127,2,
25993,60943,2,
16728,25024,1,
65374,8822,3,
36719,65031,2,
55885,39167,3,
24272,42481,2,
44320,29746,3,
12490,3469,1,
45637,23241,3,
36548,5892,3,
36523,64173,2,
23315,31912,1,
5899,55932,2,
29742,5276,1,
33297,216,3,
24298,6292,1,
9284,53539,2,
56986,63589,2,
59524,7551,3,
39991,41549,2,
22162,54785,2,
16366,55320,2,
7924,60827,2,
43709,7356,3,
53790,1315,3,
20482,496,1,
40655,11612,3,
2317,8657,1,
45529,39203,3,
7986,56503,2,
6133,26861,1,
45792,1968,3,
53321,53572,2,
6336,5201,1,
5302,48658,2,
16340,57049,2,
47891,48317,2,
46632,15302,3,
63752,26489,3,
27533,37468,2,
49684,50260,2,
58454,19923,3,
28131,2775,1,
10299,45833,2,
21295,2879,1,
23476,46340,2,
35240,705,3,
40063,46759,2,
5038,61,1,
27691,50250,2,
18125,7513,1,
44480,46131,2,
26713,47105,2,
65026,51480,3,
6547,34985,2,
63443,58910,3,
23844,59864,2,
51363,8201,3,
46576,58839,2,
21272,31630,1,
7555,42902,2,
60,62717,2,
22164,48142,2,
18923,33193,2,
28264,10694,1,
64332,38862,3,
5653,50225,2,
7817,60896,2,
56031,18717,3,
37144,36470,3,
11073,50772,2,
16972,4671,1,
33872,32311,3,
12791,52671,2,
6544,501,1,
24402,1211,1,
51046,32913,3,
64138,49536,3,
9918,23034,1,
21894,49810,2,
9880,56775,2,
17117,3408,1,
42629,48500,2,
52236,6306,3,
11096,8735,1,
27230,11975,1,
60800,34345,3,
14356,39368,2,
12004,27466,1,
57796,27196,3,
64554,50648,3,
31242,11334,1,
15294,32374,1,
46042,43792,3,
13069,47950,2,
29241,63272,2,
30915,47772,2,
3617,16500,1,
41222,59441,2,
11709,47283,2,
52972,32792,3,
35428,40886,2,
48317,32929,3,
36074,52943,2,
47791,59002,2,
14896,38165,2,
39476,11657,3,
33811,31362,3,
31238,55725,2,
46369,35860,3,
60801,23233,3,
22444,10081,1,
2068,63310,2,
43813,55381,2,
27562,35314,2,
29918,49165,2,
38779,50519,2,
48022,10232,3,
23202,25405,1,
51059,22712,3,
31817,6916,1,
37443,34936,3,
24946,31905,1,
44593,47263,2,
46735,54527,2,
35663,42775,2,
59775,4398,3,
61067,35739,3,
36508,11736,3,
24323,13761,1,
41461,8438,3,
18630,17575,1,
62425,21422,3,
38521,40319,2,
63062,45764,3,
36211,64110,2,
36686,5167,3,
51763,26469,3,
35126,12438,3,
21852,50920,2,
47812,47061,3,
60301,1289,3,
1029,6107,1,
48324,29413,3,
52629,25955,3,
6684,57722,2,
52503,30326,3,
49948,30384,3,
28691,42667,2,
50667,58310,2,
29891,60808,2,
12304,39087,2,
59040,59287,2,
8096,52208,2,
60063,13045,3,
7932,45828,2,
34146,2166,3,
6016,4988,1,
52208,19124,3,
37318,26933,3,
48539,23690,3,
27741,14969,1,
23602,61668,2,
44060,54999,2,
30122,44512,2,
35685,43531,2,
63691,60834,3,
30739,32833,2,
40107,8039,3,
16851,38274,2,
6366,19363,1,
21805,3641,1,
10943,1611,1,
33157,33514,2,
10813,43662,2,
29379,40371,2,
65267,5017,3,
47486,25638,3,
56466,9770,3,
63185,44167,3,
19413,26399,1,
33596,27024,3,
43923,35637,3,
45607,60469,2,
33692,25754,3,
42496,63257,2,
47468,54046,2,
33534,33701,2,
62723,25630,3,
45303,25838,3,
19015,8042,1,
50929,35054,3,
35273,38601,2,
44351,29858,3,
29171,44519,2,
32092,48165,2,
22468,47287,2,
43228,41947,3,
50364,32425,3,
64282,52269,3,
62889,26938,3,
7047,50566,2,
7257,42172,2,
20654,44677,2,
50292,16983,3,
26215,35466,2,
49669,31402,3,
50117,54052,2,
40557,2184,3,
61355,58112,3,
36544,13240,3,
64812,15701,3,
40154,35771,3,
39693,24824,3,
53925,33520,3,
52252,51859,3,
58703,4773,3,
41006,1456,3,
5243,20715,1,
40943,12402,3,
44966,26945,3,
65506,8801,3,
64080,47453,3,
6457,31359,1,
62869,60335,3,
6491,13705,1,
60496,51565,3,
21319,4405,1,
31987,9789,1,
8244,60851,2,
17070,47044,2,
50943,37600,3,
11665,58307,2,
29802,47821,2,
4027,36720,2,
59430,1953,3,
58312,49989,3,
7473,38653,2,
55068,34427,3,
56839,14678,3,
12449,44492,2,
59306,61431,2,
49963,31058,3,
63616,14495,3,
47263,50573,2,
60041,55777,3,
10609,17386,1,
49783,22488,3,
8758,42836,2,
28567,62639,2,
28493,61867,2,
53931,9507,3,
50399,5934,3,
33812,44298,2,
40892,64801,2,
48109,11370,3,
35282,29018,3,
45317,49596,2,
17222,6249,1,
48577,35435,3,
44901,30847,3,
40039,13978,3,
19210,14186,1,
5724,39370,2,
24589,23074,1,
37949,7672,3,
8183,54483,2,
5894,17190,1,
19972,614,1,
17543,57755,2,
10019,43735,2,
23532,47401,2,
50324,6151,3,
6433,62524,2,
19523,22700,1,
51268,43437,3,
57348,14757,3,
3198,5240,1,
25424,44504,2,
10212,11477,1,
56620,21835,3,
58445,35420,3,
29259,37943,2,
38706,64306,2,
45480,13110,3,
7426,2150,1,
13343,53707,2,
4740,46063,2,
23990,36077,2,
1339,6416,1,
26036,6992,1,
52692,15349,3,
43182,18834,3,
51735,16860,3,
44572,12431,3,
13804,32543,1,
14638,47225,2,
30051,17641,1,
13033,64380,2,
48093,7280,3,
14803,58122,2,
7859,10755,1,
10655,60181,2,
52217,50754,3,
64430,20187,3,
53341,63555,2,
63321,768,3,
37138,24463,3,
18255,51480,2,
57689,18729,3,
44931,22771,3,
25904,7968,1,
19827,5165,1,
50436,7740,3,
704,63717,2,
4264,16863,1,
26720,37038,2,
37317,41522,2,
61168,26869,3,
14484,5400,1,
7899,14989,1,
49049,48794,3,
49504,17950,3,
40364,25026,3,
6598,37771,2,
57220,44808,3,
15384,45743,2,
3217,33239,2,
64869,21489,3,
19683,64201,2,
61260,36744,3,
8292,43167,2,
22340,64140,2,
6559,32276,1,
6140,47378,2,
14555,9996,1,
4541,38129,2,
46670,27592,3,
38053,49415,2,
17577,46356,2,
7720,22782,1,
5939,28839,1,
49452,56824,2,
16719,2324,1,
18097,59555,2,
22296,24857,1,
19164,2453,1,
37204,17963,3,
22728,22769,1,
6430,6769,1,
19852,34492,2,
35289,2733,3,
6462,21861,1,
10852,32951,2,
19187,18512,1,
55450,10119,3,
45828,63621,2,
9368,49652,2,
52497,61897,2,
41808,18862,3,
37259,12979,3,
4713,18438,1,
50373,27284,3,
33136,7833,3,
55243,55366,2,
22235,500,1,
62855,15661,3,
45404,48306,2,
58606,45046,3,
22667,60869,2,
65346,15109,3,
10731,22741,1,
38812,6773,3,
45506,3047,3,
55123,7720,3,
26969,37325,2,
16623,11357,1,
59011,9474,3,
49586,8615,3,
8866,56028,2,
30726,21339,1,
57707,2923,3,
6964,51651,2,
10805,52799,2,
16196,57251,2,
47232,16646,3,
34297,21738,3,
17171,28857,1,
11307,2721,1,
31451,10935,1,
18689,36448,2,
44371,44835,2,
33500,21487,3,
2116,14928,1,
62423,64452,2,
38659,40709,2,
30274,19866,1,
13213,47114,2,
38771,40522,2,
53362,19238,3,
64985,12442,3,
45385,5247,3,
9518,49340,2,
25824,5417,1,
61981,53916,3,
37477,60449,2,
50403,35656,3,
63625,62767,3,
24730,54792,2,
19946,9544,1,
13115,22016,1,
3362,8320,1,
18596,11600,1,
39094,53673,2,
30986,62256,2,
36266,57377,2,
12722,19066,1,
36217,48234,2,
36067,27250,3,
17071,41109,2,
19547,37886,2,
58750,52650,3,
44996,56699,2,
4072,33661,2,
3830,63448,2,
17255,44185,2,
38382,36801,3,
7229,64593,2,
32483,46569,2,
53435,18692,3,
44246,18897,3,
17714,16668,1,
38773,47760,2,
44904,13688,3,
3915,37239,2,
32434,38957,2,
32638,8858,1,
29,64215,2,
63659,28576,3,
63,52193,2,
32387,49501,2,
32401,52867,2,
51281,48394,3,
24711,19809,1,
57999,49715,3,
62631,21500,3,
58903,11950,3,
99,53098,2,
18355,48670,2,
1405,21258,1,
6405,39665,2,
26155,25115,1,
61979,57028,3,
4436,35697,2,
8477,12453,1,
27262,22721,1,
11228,59302,2,
13163,3868,1,
42325,39093,3,
22372,33454,2,
55118,16028,3,
39602,52179,2,
50858,15279,3,
23254,32782,2,
42782,19602,3,
48741,11642,3,
59743,9216,3,
60848,15301,3,
44282,53141,2,
12174,457,1,
34142,13823,3,
4092,54091,2,
12257,63252,2,
2146,1677,1,
3766,46771,2,
31658,30100,1,
64282,25456,3,
14989,52084,2,
18249,23144,1,
11946,501,1,
38612,25036,3,
15710,53330,2,
35480,21496,3,
60776,28686,3,
7001,64799,2,
56530,2287,3,
58543,7660,3,
40620,18876,3,
36855,48533,2,
10891,12116,1,
1343,63055,2,
41441,49166,2,
1672,12062,1,
53666,36268,3,
24525,18002,1,
32957,9273,3,
58517,34907,3,
20072,10388,1,
2584,28328,1,
40269,52628,2,
2861,2748,1,
51969,29435,3,
10643,45491,2,
48488,46492,3,
52811,62697,2,
41448,62595,2,
267,13421,1,
38021,21232,3,
60668,8308,3,
51032,35691,3,
61293,20241,3,
44272,31840,3,
64265,41920,3,
39571,13042,3,
61624,42647,3,
20843,23797,1,
60768,4414,3,
57365,30537,3,
29189,51172,2,
22571,49663,2,
47633,11490,3,
58789,2,3,
35265,15813,3,
61507,19500,3,
15607,12512,1,
4431,55815,2,
58624,23216,3,
53864,19614,3,
53758,64170,2,
23607,27158,1,
64256,12101,3,
30239,22278,1,
22038,47421,2,
31332,12472,1,
22469,26260,1,
11345,53701,2,
32705,62878,2,
45144,51401,2,
3800,300,1,
16442,3343,1,
49228,3760,3,
38816,51578,2,
42810,10209,3,
32714,43536,2,
7848,33085,2,
21303,29916,1,
4456,36710,2,
52315,23325,3,
48357,38225,3,
62683,23533,3,
30859,9636,1,
38104,17885,3,
63834,18897,3,
5184,24873,1,
65492,460,3,
23100,36995,2,
23656,38740,2,
55583,49826,3,
48363,53311,2,
40830,58114,2,
50145,25415,3,
63807,5270,3,
32910,13101,3,
58850,58695,3,
32028,48208,2,
27463,21903,1,
15955,53497,2,
38563,895,3,
16036,14586,1,
53126,34053,3,
9354,2410,1,
64267,336,3,
12939,37274,2,
53149,25984,3,
46406,35471,3,
41967,9515,3,
33387,52873,2,
62983,21320,3,
29065,16000,1,
57735,1172,3,
5632,41873,2,
48776,22667,3,
59283,19142,3,
11445,14959,1,
30055,53673,2,
57471,59411,2,
13657,6816,1,
41632,36949,3,
12,42994,2,
5154,59260,2,
20504,44284,2,
62409,25582,3,
59691,64757,2,
54161,61932,2,
41494,40766,3,
26484,20810,1,
43784,14636,3,
55519,64592,2,
53121,44480,3,
54386,27456,3,
57783,19395,3,
23020,50208,2,
45936,41763,3,
45153,35539,3,
48792,41644,3,
17200,45472,2,
58894,61275,2,
38460,32412,3,
34161,32495,3,
62056,5809,3,
23782,24449,1,
58720,9007,3,
50216,15928,3,
12835,62229,2,
63057,44905,3,
23013,44432,2,
13869,29367,1,
30514,42827,2,
270,60928,2,
49001,45221,3,
33908,57911,2,
41221,16092,3,
4340,60775,2,
7993,42672,2,
21293,50565,2,
48610,15159,3,
45524,14296,3,
2776,1987,1,
19975,57613,2,
37894,2067,3,
51574,16969,3,
58358,13897,3,
9254,20424,1,
61605,33353,3,
47550,54747,2,
17095,51842,2,
42170,6501,3,
64984,14914,3,
37874,59654,2,
56241,1555,3,
27963,60603,2,
8287,23254,1,
60971,24973,3,
34169,30852,3,
55871,38788,3,
7766,24006,1,
11232,30769,1,
16564,7649,1,
11272,5192,1,
36805,63138,2,
19098,46897,2,
25015,32830,2,
3995,18339,1,
55836,56648,2,
33745,52356,2,
15838,42327,2,
64922,50629,3,
14218,24792,1,
21734,43232,2,
64819,53548,3,
8104,14645,1,
35640,60463,2,
48700,42105,3,
29067,26267,1,
44412,17369,3,
887,58611,2,
51850,41622,3,
5101,28423,1,
62108,62275,2,
51901,36366,3,
44855,27863,3,
35187,37376,2,
28081,8515,1,
18582,54971,2,
5866,48970,2,
20619,34288,2,
47752,22969,3,
45935,16151,3,
26427,48708,2,
30605,17093,1,
14263,7855,1,
62541,15149,3,
4743,52985,2,
32202,32681,1,
39131,41911,2,
7521,48528,2,
18151,3036,1,
49134,17595,3,
54923,22921,3,
62596,53875,3,
35661,52669,2,
4308,39363,2,
11490,58088,2,
21143,29765,1,
7109,699,1,
24494,39675,2,
6573,19405,1,
22724,725,1,
5587,19423,1,
36005,31950,3,
35658,39887,2,
48296,1525,3,
50692,6807,3,
52425,18335,3,
45340,7386,3,
44124,9383,3,
42901,18148,3,
15988,21650,1,
7849,61212,2,
2916,31177,1,
59203,55118,3,
36611,54373,2,
12894,49989,2,
2434,44867,2,
31297,62372,2,
54023,59706,2,
61684,54269,3,
21615,35011,2,
6735,15224,1,
61893,7282,3,
50812,30633,3,
25971,50930,2,
47090,63837,2,
17701,14729,1,
56843,58223,2,
44007,35892,3,
13280,60408,2,
20228,55030,2,
269,63611,2,
38295,44006,2,
28789,40385,2,
42218,5645,3,
12088,13458,1,
46600,36137,3,
3174,33940,2,
29473,25319,1,
24620,7899,1,
36260,35366,3,
